price,flooring,water_availability_hours,available_units,towers,locality_rank,locality_rating,locality_review_count,environment_rating,commuting_rating,places_of_interest_rating,rera_id,electricity_availability_hours,construction,ownership,authority_approval,bed,bath,parking,area,flat_on_floor,total_floor,lift,balcony,lattitude,longitude,project_in_acres,project_age_months,builder,project_name,furnish,city,location,property_type,status,extra_rooms,facing,seller,overlooking,bath_bed_ratio,bed_area_ratio,bed_bath_ratio,bed_balcony_ratio,project_density,compactness_ratio,floor_ratio,remaining_floors,area_per_bedroom,area_per_bathroom,area_per_balcony,area_per_parking,balcony_to_bed_ratio,parking_to_bed_ratio,lift_to_total_floor_ratio,distance_to_center_km,education_mean_km,education_min_km,education_within_2km,transport_mean_km,transport_min_km,transport_within_2km,shopping_centre_mean_km,shopping_centre_min_km,shopping_centre_within_2km,commercial_hub_mean_km,commercial_hub_min_km,commercial_hub_within_2km,hospital_within_2km,tourist_within_2km,overall_min_mean_km,overall_avg_mean_km,overall_min_min_km,overall_avg_min_km,total_within_2km,assigned_amenities_score,amenities_count
₹3.25 cr,"vitrified, wooden, marble",,425.0,3.0,39.0,4.1,48.0,4.1,4.0,4.3,,,under construction,,,2.0,2.0,,820.0,10.0,38.0,,1.0,19.0277771413147,72.8560635075251,10.0,23.0,lodha group,lodha divino,semi-furnished,mumbai,matunga east,new property,under construction,,east,realestateagent,"garden/park, main road",1.0,0.0024390243902439024,1.0,2.0,42.5,82.0,0.2631578947368421,28.0,410.0,410.0,820.0,,0.5,,,7.894935404119853,0.75,0.4,2,,,0,12.4,0.3,1,15.45,14.1,0,0,1,0.3,7.2250000000000005,0.3,3.775,4,92.0,12
₹2.30 cr,,,1401.0,5.0,239.0,4.1,112.0,4.1,4.0,4.2,51800002580,,under construction,freehold,,3.0,3.0,,933.0,49.0,51.0,,,19.180237,72.8554149,3.0,165.0,omkar realtors,omkar alta monte,semi-furnished,mumbai,malad east,new property,under construction,store,east,realestateagent,"garden/park, main road, pool",1.0,0.003215434083601286,1.0,,467.0,311.0,0.9607843137254902,2.0,311.0,311.0,,,,,,23.65015647135812,1.9333333333333333,0.9,2,,,0,1.1,0.6,5,2.6399999999999997,0.8,2,3,2,0.9,1.8546666666666667,0.6,0.82,14,60.0,8
₹4.16 cr,vitrified,24.0,,,22.0,3.9,70.0,3.6,4.0,4.2,p51900053381,no/rare powercut,under construction,co-operative society,maharashtra housing and area development authority,4.0,4.0,2.0,1270.0,9.0,22.0,4.0,,19.062055421515,72.8541362644682,,,anchor realty,khernagar,semi-furnished,mumbai,bandra east,new property,under construction,"puja, study, store",north - east,realestateagent,"garden/park, main road",1.0,0.0031496062992125984,1.0,,,,0.4090909090909091,13.0,317.5,317.5,,635.0,,0.5,0.18181818181818182,11.054171791908065,0.9800000000000001,0.1,5,1.65,1.6,2,2.8400000000000003,1.2,2,2.8400000000000003,0.1,3,1,0,0.7,1.802,0.1,0.74,13,,1
₹2.35 cr,"mosaic, vitrified",24.0,447.0,1.0,92.0,4.2,217.0,4.4,4.0,4.4,,no/rare powercut,under construction,freehold,developer,2.0,2.0,1.0,620.0,18.0,23.0,4.0,1.0,19.1196773,72.9050809,1.0,40.0,hiranandani group,highland,semi-furnished,mumbai,powai,new property,under construction,none of these,east,realestateagent,"garden/park, main road, pool",1.0,0.0032258064516129032,1.0,2.0,447.0,620.0,0.782608695652174,5.0,310.0,310.0,620.0,620.0,0.5,0.5,0.17391304347826086,19.244875433887174,54.14000000000001,0.3,3,2.6,2.6,0,0.6,0.4,3,1.25,1.0,2,0,2,0.6,11.938000000000002,0.3,1.02,10,176.0,24
₹2.70 cr,"vitrified, marble",24.0,1400.0,4.0,239.0,4.1,112.0,4.1,4.0,4.2,,no/rare powercut,under construction,co-operative society,municipal corporation of greater mumbai,2.0,2.0,1.0,846.0,37.0,45.0,5.0,1.0,19.18483,72.858496,7.0,150.0,omkar realtors,altamonte,semi-furnished,mumbai,malad east,new property,under construction,"puja, servant",east,realestateagent,"garden/park, main road, pool",1.0,0.002364066193853428,1.0,2.0,200.0,120.85714285714286,0.8222222222222222,8.0,423.0,423.0,846.0,846.0,0.5,0.5,0.1111111111111111,24.217017554799586,1.9333333333333333,0.9,2,,,0,1.1,0.6,5,2.6399999999999997,0.8,2,3,2,0.9,1.8546666666666667,0.6,0.82,14,147.0,21
₹1.29 cr,"ceramic tiles, normal tiles/kotah stone, vitrified",24.0,,,135.0,4.0,27.0,3.9,4.0,4.2,,no/rare powercut,under construction,freehold,maharashtra housing and area development authority,2.0,2.0,1.0,590.0,8.0,16.0,3.0,,19.07907,72.907976,,,samarth drushti developers,drushti emerald,unfurnished,mumbai,pant nagar,new property,under construction,none of these,east,realestateagent,"garden/park, main road",1.0,0.003389830508474576,1.0,,,,0.5,8.0,295.0,295.0,,590.0,,0.5,0.1875,15.769841133126222,3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,2,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9,,1
₹8.0 cr,vitrified,24.0,1264.0,4.0,92.0,4.2,217.0,4.4,4.0,4.4,,no/rare powercut,less than 5 years,freehold,municipal corporation of greater mumbai,4.0,6.0,3.0,2010.0,16.0,24.0,4.0,2.0,19.1196773,72.9050809,16.0,155.0,l&t realty,l&t emerald isle,semi-furnished,mumbai,powai,resale,ready to move,none of these,east,realestateagent,"garden/park, main road, pool",1.5,0.001990049751243781,0.6666666666666666,2.0,79.0,125.625,0.6666666666666666,8.0,502.5,335.0,1005.0,670.0,0.5,0.75,0.16666666666666666,19.244875433887174,54.14000000000001,0.3,3,2.6,2.6,0,0.6,0.4,3,1.25,1.0,2,0,2,0.6,11.938000000000002,0.3,1.02,10,182.0,26
₹3.05 cr,,,66.0,,83.0,3.7,121.0,4.0,3.7,3.6,,,new construction,co-operative society,,3.0,3.0,,850.0,10.0,12.0,,,19.07658768,72.86424255,,,kumar urban development ltd builders,kul court,unfurnished,mumbai,santacruz east,resale,ready to move,,east,realestateagent,main road,1.0,0.0035294117647058825,1.0,,,,0.8333333333333334,2.0,283.3333333333333,283.3333333333333,,,,,,12.970844380156606,5.5,5.2,0,5.333333333333333,4.5,0,2.825,1.0,3,4.566666666666667,2.1,0,0,0,2.825,4.5562499999999995,1.0,3.1999999999999997,3,78.0,11
₹4.15 cr,"marble, vitrified",24.0,23.0,4.0,92.0,4.2,217.0,4.4,4.0,4.4,,no/rare powercut,under construction,freehold,municipal corporation of greater mumbai,3.0,3.0,2.0,1005.0,12.0,26.0,4.0,1.0,19.1196773,72.9050809,22.0,28.0,l&t realty,veridian at emerald isle,semi-furnished,mumbai,powai,new property,under construction,study,north - east,realestateagent,garden/park,1.0,0.0029850746268656717,1.0,3.0,1.0454545454545454,45.68181818181818,0.46153846153846156,14.0,335.0,335.0,1005.0,502.5,0.3333333333333333,0.6666666666666666,0.15384615384615385,19.244875433887174,54.14000000000001,0.3,3,2.6,2.6,0,0.6,0.4,3,1.25,1.0,2,0,2,0.6,11.938000000000002,0.3,1.02,10,320.0,44
₹1.44 cr,vitrified,24.0,298.0,1.0,186.0,3.9,289.0,3.9,3.9,4.0,51800045631,no/rare powercut,under construction,freehold,municipal corporation of greater mumbai,2.0,2.0,1.0,620.0,20.0,40.0,5.0,1.0,19.2050017,72.8692711,3.0,28.0,sethia infrastructure,sethia pride,unfurnished,mumbai,kandivali east,new property,under construction,none of these,east,realestateagent,"garden/park, main road",1.0,0.0032258064516129032,1.0,2.0,99.33333333333333,206.66666666666666,0.5,20.0,310.0,310.0,620.0,620.0,0.5,0.5,0.125,26.65656310424737,2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,0,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5,182.0,26
₹35.0 cr,marble,24.0,152.0,1.0,4.0,4.1,125.0,4.0,4.1,4.3,,no/rare powercut,5 to 10 years,freehold,,4.0,4.0,3.0,3100.0,35.0,45.0,5.0,2.0,19.0166667,72.8166667,4.0,131.0,k raheja corp,k raheja artesia,semi-furnished,mumbai,worli,resale,ready to move,"puja, study, store, servant",south - east,realestateagent,"garden/park, main road, pool",1.0,0.0012903225806451613,1.0,2.0,38.0,775.0,0.7777777777777778,10.0,775.0,775.0,1550.0,1033.3333333333333,0.5,0.75,0.1111111111111111,5.0219772524799735,1.0,0.6,2,1.75,1.6,2,1.46,0.4,4,21.7,21.7,0,1,0,1.0,5.402,0.4,5.08,9,79.0,11
₹3.75 cr,"granite, marble, vitrified",24.0,,,,4.6,8.0,4.6,4.4,4.8,a51900000080,no/rare powercut,10 to 15 years,freehold,municipal corporation of greater mumbai,2.0,2.0,,780.0,3.0,7.0,2.0,1.0,19.062763,72.829181,,,nan,nan,furnished,mumbai,pali naka,resale,ready to move,none of these,north - east,realestateagent,main road,1.0,0.002564102564102564,1.0,2.0,,,0.42857142857142855,4.0,390.0,390.0,780.0,,0.5,,0.2857142857142857,10.300171582133943,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹4.0 cr,"ceramic tiles, vitrified",24.0,1296.0,7.0,126.0,4.1,381.0,4.1,4.1,4.2,,no/rare powercut,5 to 10 years,freehold,municipal corporation of greater mumbai,3.0,2.0,2.0,987.0,13.0,27.0,4.0,2.0,19.1154908,72.8726952,8.0,232.0,oberoi realty ltd.,oberoi splendor,semi-furnished,mumbai,andheri east,resale,ready to move,,,realestateagent,main road,0.6666666666666666,0.00303951367781155,1.5,1.5,162.0,123.375,0.48148148148148145,14.0,329.0,493.5,493.5,493.5,0.6666666666666666,0.6666666666666666,0.14814814814814814,17.2788376563426,66.35,11.2,0,,,0,6.9399999999999995,1.9,1,3.7600000000000002,0.8,4,2,0,1.4333333333333333,19.620833333333334,0.7,3.65,7,207.0,30
₹2.11 cr,vitrified,24.0,260.0,1.0,269.0,4.3,364.0,4.4,4.2,4.4,p51800053546,no/rare powercut,under construction,freehold,municipal corporation of greater mumbai,2.0,2.0,1.0,766.0,10.0,50.0,8.0,1.0,19.2101312179652,72.8305011930765,2.0,12.0,ashwin sheth group,sheth edmont,unfurnished,mumbai,kandivali west,new property,under construction,none of these,east,realestateagent,"garden/park, pool",1.0,0.0026109660574412533,1.0,2.0,130.0,383.0,0.2,40.0,383.0,383.0,766.0,766.0,0.5,0.5,0.16,26.569911484772927,,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,4,0,0.0001,2.0600733333333334,0.0001,0.0001,11,149.0,20
₹60.0 lac,"marble, vitrified",24.0,160.0,2.0,5.0,3.9,98.0,4.1,3.9,3.9,,no/rare powercut,under construction,freehold,thane municipal corporation,1.0,2.0,1.0,471.0,20.0,40.0,4.0,1.0,19.2330533711208,72.9741351516166,15.0,22.0,runwal group,runwal 25 hour life,unfurnished,thane,manpada thane west,new property,under construction,none of these,east,realestateagent,"garden/park, pool",2.0,0.0021231422505307855,0.5,1.0,10.666666666666666,31.4,0.5,20.0,471.0,235.5,471.0,471.0,1.0,1.0,0.1,2.1478926575529496,1.2333333333333334,0.1,2,,,0,0.925,0.1,3,4.0,4.0,0,0,0,0.925,2.0527777777777776,0.1,1.4000000000000001,5,37.0,5
₹2.40 cr,"ceramic tiles, vitrified",24.0,389.0,2.0,186.0,3.9,289.0,3.9,3.9,4.0,,no/rare powercut,under construction,freehold,,2.0,2.0,1.0,700.0,7.0,25.0,3.0,,19.2050017,72.8692711,1.0,59.0,kalpataru ltd.,kalpataru vienta tower b,unfurnished,mumbai,kandivali east,new property,under construction,none of these,east,realestateagent,"garden/park, main road",1.0,0.002857142857142857,1.0,,389.0,700.0,0.28,18.0,350.0,350.0,,700.0,,0.5,0.12,26.65656310424737,2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,0,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5,81.0,10
₹1.75 cr,"ceramic tiles, granite, marble, marbonite, mosaic, normal tiles/kotah stone, vitrified, wooden",24.0,1250.0,6.0,155.0,4.0,256.0,4.1,3.9,4.1,p51800033845,no/rare powercut,under construction,freehold,developer,3.0,2.0,1.0,750.0,5.0,45.0,4.0,3.0,19.1749536837097,72.943103519999,5.0,61.0,the wadhwa group & micl & chandak group,atmosphere o2,unfurnished,mumbai,mulund west,new property,under construction,study,north - east,realestateagent,"garden/park, main road, pool",0.6666666666666666,0.004,1.5,1.0,250.0,150.0,0.1111111111111111,40.0,250.0,375.0,250.0,750.0,1.0,0.3333333333333333,0.08888888888888889,26.57305332219651,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,0,0,2.26002,4.3637612500000005,0.0001,0.62505,10,176.0,25
₹1.85 cr,vitrified,24.0,1822.0,19.0,14.0,3.9,44.0,3.9,4.0,3.7,,no/rare powercut,5 to 10 years,co-operative society,thane municipal corporation,3.0,2.0,1.0,840.0,9.0,21.0,2.0,1.0,19.2056597,72.96025059,16.0,153.0,dosti realty,dosti vihar,semi-furnished,thane,pokhran road,resale,ready to move,none of these,east,realestateagent,"garden/park, pool",0.6666666666666666,0.0035714285714285713,1.5,3.0,113.875,52.5,0.42857142857142855,12.0,280.0,420.0,840.0,840.0,0.3333333333333333,0.3333333333333333,0.09523809523809523,2.0348698233066784,1.8333333333333333,1.2,2,5.05,3.0,0,2.25,2.1,0,,,0,0,0,1.8333333333333333,3.0444444444444443,1.2,2.1,2,107.0,16
₹1.30 cr,,,126.0,1.0,186.0,3.9,289.0,3.9,3.9,4.0,,,less than 5 years,freehold,,1.0,2.0,,700.0,7.0,36.0,,,19.2050017,72.8692711,1.0,78.0,mahindra lifespace developers ltd.,mahindra roots,semi-furnished,mumbai,kandivali east,resale,ready to move,store,east,realestateagent,"garden/park, main road, pool",2.0,0.0014285714285714286,0.5,,126.0,700.0,0.19444444444444445,29.0,700.0,350.0,,,,,,26.65656310424737,2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,0,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5,368.0,49
₹2.25 cr,vitrified,24.0,,,,4.8,1.0,4.8,4.5,5.0,,no/rare powercut,less than 5 years,freehold,city municipal corporation,2.0,2.0,1.0,680.0,10.0,18.0,2.0,1.0,19.04458516,72.91005657,,,nan,nan,semi-furnished,mumbai,deonar chembur,resale,ready to move,puja,north - east,realestateagent,main road,1.0,0.0029411764705882353,1.0,2.0,,,0.5555555555555556,8.0,340.0,340.0,680.0,680.0,0.5,0.5,0.1111111111111111,13.292133591832206,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹4.76 cr,marble,24.0,100.0,6.0,12.0,4.2,22.0,4.3,4.2,4.4,p51700053551,no/rare powercut,under construction,leasehold,navi mumbai municipal corporation,4.0,5.0,2.0,1649.0,15.0,28.0,5.0,4.0,19.0494545088161,73.0153394878658,68.0,35.0,raheja universal,raheja solaris,semi-furnished,navi mumbai,juinagar,new property,under construction,servant,east,realestateagent,"garden/park, main road, pool",1.25,0.002425712553062462,0.8,1.0,1.4705882352941178,24.25,0.5357142857142857,13.0,412.25,329.8,412.25,824.5,1.0,0.5,0.17857142857142858,1.8941015733788378,,,0,,,0,,,0,,,0,0,0,,,,,0,286.0,41
₹42.0 lac,mosaic,,,,,,,,,,,,new construction,freehold,,1.0,1.0,,364.0,13.0,14.0,,,,,,,nan,nan,unfurnished,mumbai,,resale,ready to move,store,east,realestateagent,"garden/park, main road",1.0,0.0027472527472527475,1.0,,,,0.9285714285714286,1.0,364.0,364.0,,,,,,,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹48.0 lac,,,349.0,3.0,7.0,4.2,89.0,4.2,4.0,4.3,,,less than 5 years,,,1.0,1.0,,400.0,11.0,20.0,,1.0,19.2516923732421,72.9728195264109,2.0,91.0,raunak group,raunak heights,unfurnished,thane,kasarvadavali,resale,ready to move,,,realestateagent,,1.0,0.0025,1.0,1.0,174.5,200.0,0.55,9.0,400.0,400.0,400.0,,1.0,,,4.219909334362861,2.675,2.0,2,,,0,4.04,2.0,1,4.15,1.8,1,0,0,2.675,3.6216666666666666,1.8,1.9333333333333333,4,222.0,33
₹2.05 cr,vitrified,24.0,,,135.0,4.0,111.0,4.0,4.1,4.0,,no/rare powercut,new construction,co-operative society,municipal corporation of greater mumbai,2.0,2.0,1.0,670.0,13.0,16.0,2.0,,19.07907,72.907976,,,gurukrupa realcon,gurukrupa agam,unfurnished,mumbai,ghatkopar east,new property,ready to move,none of these,north,realestateagent,main road,1.0,0.0029850746268656717,1.0,,,,0.8125,3.0,335.0,335.0,,670.0,,0.5,0.125,15.769841133126222,3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,2,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9,,1
₹10.35 cr,vitrified,24.0,32.0,1.0,102.0,4.0,292.0,3.8,3.9,4.3,1,no/rare powercut,less than 5 years,freehold,developer,3.0,3.0,2.0,1400.0,12.0,16.0,2.0,2.0,19.0490901,72.9016533,1.0,161.0,ekta world,panorama,semi-furnished,mumbai,chembur,resale,ready to move,"puja, store",east,realestateagent,garden/park,1.0,0.002142857142857143,1.0,1.5,32.0,1400.0,0.75,4.0,466.6666666666667,466.6666666666667,700.0,700.0,0.6666666666666666,0.6666666666666666,0.125,12.92807954076232,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,0,2,1.5,4.010833333333333,1.3,1.75,6,42.0,7
₹54.6 lac,"ceramic tiles, granite, marble",24.0,,,13.0,3.3,171.0,3.4,3.5,3.1,,no/rare powercut,under construction,co-operative society,city and industrial development corporation - navi mumbai,1.0,2.0,,425.0,2.0,7.0,2.0,2.0,18.9750941,73.052334,,,nan,ulwe navi mumbai,furnished,navi mumbai,ulwe,new property,under construction,store,north - west,realestateagent,main road,2.0,0.002352941176470588,0.5,0.5,,,0.2857142857142857,5.0,425.0,212.5,212.5,,2.0,,0.2857142857142857,7.281119170167181,5.35,3.3,0,4.4,4.4,0,7.366666666666667,4.4,0,11.200000000000001,4.8,0,0,0,4.4,7.0791666666666675,3.3,4.2250000000000005,0,,1
₹7.90 cr,"ceramic tiles, granite, marble",24.0,,,115.0,3.8,11.0,3.7,3.9,3.7,,no/rare powercut,5 to 10 years,freehold,municipal corporation of greater mumbai,4.0,4.0,2.0,1850.0,12.0,18.0,3.0,1.0,19.0554764325778,72.9194685725362,,,raheja universal,raheja acropolis,unfurnished,mumbai,deonar govandi east,resale,ready to move,puja,north - east,realestateagent,"garden/park, pool",1.0,0.002162162162162162,1.0,4.0,,,0.6666666666666666,6.0,462.5,462.5,1850.0,925.0,0.25,0.5,0.16666666666666666,14.81780794963596,1.5799999999999998,0.9,4,,,0,3.625,2.0,1,,,0,0,0,1.5799999999999998,2.6025,0.9,1.45,5,,1
₹1.80 cr,"vitrified, granite",,,,,3.9,26.0,3.8,3.9,4.2,,,new construction,freehold,developer,2.0,2.0,,610.0,11.0,15.0,,,19.090526580810547,72.89802551269531,,,nan,nan,unfurnished,mumbai,tilak nagar chembur,resale,ready to move,store,south,person,"garden/park, main road",1.0,0.003278688524590164,1.0,,,,0.7333333333333333,4.0,305.0,305.0,,,,,,16.12756208163169,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹2.55 cr,vitrified,24.0,238.0,8.0,187.0,3.7,56.0,3.2,3.6,4.2,,no/rare powercut,10 to 15 years,freehold,,3.0,2.0,1.0,875.0,3.0,7.0,2.0,3.0,19.077063,72.8840395,5.0,205.0,kohinoor group,kohinoor city phase iii,furnished,mumbai,kurla west,resale,ready to move,"study, store",north - east,person,"garden/park, main road",0.6666666666666666,0.0034285714285714284,1.5,1.0,47.6,175.0,0.42857142857142855,4.0,291.6666666666667,437.5,291.6666666666667,875.0,1.0,0.3333333333333333,0.2857142857142857,14.061067011392511,4.533333333333333,0.7,1,,,0,1.72,0.6,3,2.74,0.6,4,0,0,1.72,2.9977777777777774,0.6,0.6333333333333333,8,93.0,13
₹19.0 cr,marble,24.0,150.0,2.0,5.0,0.0,0.0,,,,,no/rare powercut,above 20 years,co-operative society,,4.0,5.0,1.0,2100.0,15.0,25.0,3.0,4.0,18.916208,72.817656,2.0,285.0,makers developers,maker tower,semi-furnished,mumbai,ganesh murti nagar,resale,ready to move,"puja, study, store, servant",,realestateagent,garden/park,1.25,0.0019047619047619048,0.8,1.0,75.0,1050.0,0.6,10.0,525.0,420.0,525.0,2100.0,1.0,0.25,0.12,6.261376707889846,1.025,0.2,4,6.375,2.4,0,5.833333333333333,1.6,1,1.1666666666666667,0.2,2,0,0,1.025,3.6,0.2,1.1,7,70.0,10
₹1.75 cr,"vitrified, wooden",24.0,1192.0,4.0,77.0,3.8,20.0,3.9,3.9,3.8,0,no/rare powercut,under construction,freehold,developer,2.0,2.0,1.0,637.0,15.0,39.0,5.0,1.0,19.0135321429189,72.8602998056272,6.0,66.0,siddha group,siddha sky,unfurnished,mumbai,wadala east,new property,under construction,none of these,east,realestateagent,"garden/park, main road",1.0,0.0031397174254317113,1.0,2.0,198.66666666666666,106.16666666666667,0.38461538461538464,24.0,318.5,318.5,637.0,637.0,0.5,0.5,0.1282051282051282,7.052890733986072,1.0333333333333334,0.8,3,0.8666666666666667,0.3,3,3.9333333333333336,2.1,0,3.4,2.7,0,0,0,0.8666666666666667,2.3083333333333336,0.3,1.475,6,100.0,13
₹2.0 cr,"vitrified, wooden",24.0,107.0,3.0,11.0,3.8,41.0,3.9,3.7,3.7,,no/rare powercut,less than 5 years,co-operative society,thane municipal corporation,2.0,3.0,1.0,835.0,25.0,32.0,4.0,3.0,19.193736,72.961952,8.0,149.0,deep homes,auralis the twins,unfurnished,thane,teen hath naka area,resale,ready to move,store,east,realestateagent,"garden/park, main road",1.5,0.0023952095808383233,0.6666666666666666,0.6666666666666666,13.375,104.375,0.78125,7.0,417.5,278.3333333333333,278.3333333333333,835.0,1.5,0.5,0.125,2.782573567152106,1.8,1.8,1,1.4,1.4,1,1.4000000000000001,0.2,2,0.1,0.1,1,0,0,0.1,1.175,0.1,0.8750000000000001,5,64.0,10
₹3.50 cr,"ceramic tiles, granite, vitrified",24.0,,,131.0,3.9,95.0,3.9,3.8,4.1,,no/rare powercut,10 to 15 years,co-operative society,municipal corporation of greater mumbai,3.0,2.0,1.0,990.0,-1.0,22.0,2.0,1.0,19.1097794283264,72.8973200687123,,,nan,alamanda,semi-furnished,mumbai,chandivali,resale,ready to move,none of these,north - east,realestateagent,"garden/park, pool",0.6666666666666666,0.0030303030303030303,1.5,3.0,,,-0.045454545454545456,23.0,330.0,495.0,990.0,990.0,0.3333333333333333,0.3333333333333333,0.09090909090909091,17.88095469555693,3.6,3.2,0,,,0,1.4000000000000001,0.2,2,3.8,3.8,0,0,0,1.4000000000000001,2.9333333333333336,0.2,2.4,2,,1
₹8.25 cr,vitrified,24.0,,,,3.9,374.0,3.9,3.7,4.1,,no/rare powercut,new construction,co-operative society,,3.0,3.0,2.0,1890.0,7.0,7.0,2.0,,19.055229,72.830829,,,nan,nan,unfurnished,mumbai,bandra west,new property,ready to move,none of these,east,realestateagent,main road,1.0,0.0015873015873015873,1.0,,,,1.0,0.0,630.0,630.0,,945.0,,0.6666666666666666,0.2857142857142857,9.519936739277243,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹1.25 cr,"ceramic tiles, granite",24.0,406.0,1.0,3.0,4.5,31.0,4.5,4.3,4.6,,no/rare powercut,5 to 10 years,,,2.0,2.0,1.0,1020.0,10.0,32.0,4.0,1.0,19.2083097363891,72.9724465271482,2.0,14.0,the dynamix group,dynamix parkwoods,semi-furnished,thane,anand nagar thane west,resale,ready to move,"puja, study",east,realestateagent,"garden/park, main road, pool",1.0,0.00196078431372549,1.0,2.0,203.0,510.0,0.3125,22.0,510.0,510.0,1020.0,1020.0,0.5,0.5,0.125,0.8257795613937601,3.8,0.8,1,2.35,1.9,3,3.46,0.1,3,1.9,1.9,4,2,0,1.9,2.682,0.1,1.3199999999999998,13,180.0,25
₹2.95 cr,"normal tiles/kotah stone, vitrified, wooden",24.0,630.0,3.0,127.0,4.1,15.0,4.1,3.9,4.4,,no/rare powercut,less than 5 years,co-operative society,,2.0,2.0,1.0,985.0,8.0,45.0,4.0,1.0,19.17100978,72.87098943,3.0,213.0,db realty pvt. ltd.,db woods,semi-furnished,mumbai,gokuldham colony goregaon east,resale,ready to move,store,north - east,realestateagent,"garden/park, main road, pool",1.0,0.0020304568527918783,1.0,2.0,210.0,328.3333333333333,0.17777777777777778,37.0,492.5,492.5,985.0,985.0,0.5,0.5,0.08888888888888889,23.05014556700103,5.050000000000001,4.7,0,,,0,4.25,0.8,1,4.0600000000000005,2.4,0,1,0,0.8,3.5400000000000005,0.8,2.1750000000000003,2,102.0,15
₹1.12 cr,"ceramic tiles, granite",24.0,,,,3.9,289.0,3.9,3.9,4.0,,no/rare powercut,under construction,freehold,,2.0,2.0,1.0,533.0,8.0,22.0,2.0,,19.205001831054688,72.86927032470703,,,nan,nan,unfurnished,mumbai,kandivali east,new property,under construction,none of these,east,realestateagent,"garden/park, main road",1.0,0.00375234521575985,1.0,,,,0.36363636363636365,14.0,266.5,266.5,,533.0,,0.5,0.09090909090909091,26.656558104144544,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹7.99 cr,,,1200.0,3.0,16.0,4.1,36.0,4.1,4.0,4.3,,,under construction,leasehold,,3.0,3.0,,1066.0,40.0,53.0,,1.0,18.9865617867147,72.8182867539311,4.0,96.0,piramal realty,piramal mahalaxmi,unfurnished,mumbai,mahalakshmi,new property,under construction,,west,realestateagent,"garden/park, main road, pool",1.0,0.0028142589118198874,1.0,3.0,300.0,266.5,0.7547169811320755,13.0,355.3333333333333,355.3333333333333,1066.0,,0.3333333333333333,,,1.8590641042481628,2.1666666666666665,0.7,1,1.8,0.7,4,0.8500000000000001,0.6,2,2.02,1.1,3,0,0,0.8500000000000001,1.7091666666666665,0.6,0.775,10,313.0,41
₹3.10 cr,vitrified,24.0,400.0,2.0,186.0,4.0,56.0,4.0,3.7,4.5,a51800040269,no/rare powercut,less than 5 years,freehold,municipal corporation of greater mumbai,3.0,2.0,1.0,890.0,5.0,54.0,6.0,1.0,19.205736,72.872531,2.0,96.0,sd corporation pvt. ltd.,alpine,unfurnished,mumbai,"thakur village, kandivali east",resale,ready to move,none of these,east,realestateagent,"garden/park, main road, pool",0.6666666666666666,0.0033707865168539327,1.5,3.0,200.0,445.0,0.09259259259259259,49.0,296.6666666666667,445.0,890.0,890.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,26.818330915410176,2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,0,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5,146.0,22
₹9.0 cr,"vitrified, marble, granite",24.0,2000.0,1.0,4.0,4.1,125.0,4.0,4.1,4.3,,no/rare powercut,5 to 10 years,freehold,,4.0,3.0,3.0,1702.0,47.0,75.0,10.0,,19.004138,72.8270133,17.0,180.0,lodha group,lodha marquise,semi-furnished,mumbai,worli,resale,ready to move,"puja, store, servant",north - east,realestateagent,"garden/park, main road, pool",0.75,0.0023501762632197414,1.3333333333333333,,117.6470588235294,100.11764705882354,0.6266666666666667,28.0,425.5,567.3333333333334,,567.3333333333334,,0.75,0.13333333333333333,4.015311627124718,1.0,0.6,2,1.75,1.6,2,1.46,0.4,4,21.7,21.7,0,1,0,1.0,5.402,0.4,5.08,9,87.0,13
